,Action,Open_time,Open_price,Close_time,Close_price,return
1,Buy,2022-03-18 11:11:00,-78.38774019392547,2022-03-18 11:41:00,-78.42571760772903,0.9985155184508495
2,Sell,2022-03-20 09:01:00,-85.06471251472351,2022-03-20 09:31:00,-83.95123260924541,0.9859102019796355
3,Buy,2022-03-20 09:31:00,-83.95123260924541,2022-03-20 10:01:00,-83.98921002304898,0.998547625298364
4,Buy,2022-03-20 12:11:00,-82.96062985035282,2022-03-20 12:41:00,-83.49394364360266,0.9925714833142919
5,Sell,2022-03-20 17:11:00,-83.61607359846366,2022-03-20 17:41:00,-82.46557347090652,0.9852406822271755
6,Buy,2022-03-20 17:41:00,-82.46557347090652,2022-03-20 18:11:00,-82.69423795372789,0.9962271522139836
7,Buy,2022-03-20 17:51:00,-82.38936864329939,2022-03-20 18:21:00,-82.73235536753144,0.9948370026390542
8,Sell,2022-03-21 02:01:00,-84.03640506185464,2022-03-21 02:31:00,-83.19039433317418,0.9889328067632385
9,Buy,2022-03-21 02:21:00,-83.53324105740624,2022-03-21 02:51:00,-82.1991415742816,1.0149708813669498
10,Buy,2022-03-21 02:31:00,-83.19039433317418,2022-03-21 03:01:00,-82.31351381569227,1.009540646243003
11,Sell,2022-03-21 15:51:00,-83.69209437089837,2022-03-21 16:21:00,-87.42123726536948,1.043557887127841
12,Sell,2022-03-21 16:01:00,-84.03542408185464,2022-03-21 16:31:00,-87.19278278254811,1.036571758995564
13,Sell,2022-03-21 16:11:00,-85.14229484715824,2022-03-21 16:41:00,-87.42152726536948,1.0257696850584397
14,Sell,2022-03-21 17:01:00,-88.11987773211268,2022-03-21 17:31:00,-90.58606261106506,1.026986703368446
15,Sell,2022-03-21 17:11:00,-88.34864074941687,2022-03-21 17:41:00,-90.31923071444015,1.0213047004267157
16,Sell,2022-03-21 17:21:00,-88.95943955889472,2022-03-21 17:51:00,-90.7385522662793,1.018999144736144
17,Sell,2022-03-21 17:41:00,-90.4095499451546,2022-03-21 18:11:00,-91.61532278376121,1.012336786206082
18,Sell,2022-03-21 17:51:00,-90.82929081854557,2022-03-21 18:21:00,-91.72967502517191,1.0089129278508304
19,Buy,2022-03-21 19:51:00,-91.88141468038617,2022-03-21 20:21:00,-90.58501261106505,1.013109513592392
20,Sell,2022-03-22 06:41:00,-90.86564454976296,2022-03-22 07:11:00,-93.63441571534997,1.0294710452372424
21,Sell,2022-03-22 14:01:00,-93.11672079158747,2022-03-22 14:31:00,-96.60762399202774,1.0364895418434414
22,Sell,2022-03-22 14:11:00,-93.53644164497851,2022-03-22 14:41:00,-95.76869088834938,1.0228650220610644
23,Buy,2022-03-22 14:31:00,-96.60762399202774,2022-03-22 15:01:00,-95.46399157792088,1.0108379105794096
24,Buy,2022-03-23 00:51:00,-96.95068071625978,2022-03-23 01:21:00,-94.96825519847461,1.0194477730650189
25,Buy,2022-03-23 01:01:00,-96.30255468159926,2022-03-23 01:31:00,-94.47262881902832,1.0180018413179293
26,Buy,2022-03-23 04:01:00,-94.81577554326036,2022-03-23 04:31:00,-93.44337864633216,1.0134743518582732
27,Buy,2022-03-23 04:21:00,-94.39651399142119,2022-03-23 04:51:00,-93.5956083015464,1.0074844837590884
28,Sell,2022-03-24 16:41:00,-96.08994932654193,2022-03-24 17:11:00,-98.96751364784853,1.0289465692455284
29,Sell,2022-03-24 16:51:00,-97.38750765793233,2022-03-24 17:21:00,-99.38683519968772,1.0195296099041564
30,Buy,2022-03-24 17:11:00,-98.96751364784853,2022-03-24 17:41:00,-97.55701933711677,1.0132520940331053
31,Buy,2022-03-24 17:21:00,-99.38683519968772,2022-03-24 17:51:00,-97.25195002668829,1.0204805629811033
32,Buy,2022-03-24 17:31:00,-98.7007517512236,2022-03-24 18:01:00,-96.68021881963486,1.0194713023532134
33,Buy,2022-03-25 07:51:00,-97.09897037147404,2022-03-25 08:21:00,-95.3835267503138,1.0166669599543374
34,Buy,2022-03-25 08:01:00,-96.5271391644206,2022-03-25 08:31:00,-95.76461088834938,1.0068996257702443
35,Sell,2022-03-27 15:21:00,-97.51649358401914,2022-03-27 15:51:00,-98.98127847545565,1.014020893775005
36,Sell,2022-03-27 23:01:00,-100.04177565436525,2022-03-27 23:31:00,-100.97142399324085,1.008292601343737
37,Sell,2022-03-28 04:01:00,-101.75690268914664,2022-03-28 04:31:00,-104.05818451132933,1.0216154861377098
38,Sell,2022-03-28 04:11:00,-101.41314254819038,2022-03-28 04:41:00,-103.98214968372218,1.0243320927739819
39,Sell,2022-03-28 04:21:00,-101.33749214575565,2022-03-28 04:51:00,-103.79161261470438,1.0232173002013798
40,Sell,2022-03-28 05:01:00,-103.78034704366698,2022-03-28 05:31:00,-108.21510261591749,1.0417321328033768
41,Sell,2022-03-28 05:11:00,-103.59044025758014,2022-03-28 05:41:00,-111.49570020302374,1.075312639716435
42,Sell,2022-03-28 05:21:00,-103.70528723123226,2022-03-28 05:51:00,-114.73698037632646,1.1053754167181156
43,Sell,2022-03-28 05:31:00,-108.3233177185334,2022-03-28 06:01:00,-116.18541210086177,1.0715798890572867
44,Sell,2022-03-28 05:41:00,-111.60719590322677,2022-03-28 06:11:00,-117.40630934257574,1.050960031720332
45,Buy,2022-03-28 07:51:00,-116.52731882509383,2022-03-28 08:21:00,-115.5756534800048,1.0071668861403862
46,Buy,2022-03-28 09:21:00,-115.87480279043328,2022-03-28 09:51:00,-112.3968381343092,1.029014848546618
47,Buy,2022-03-28 09:31:00,-114.99189227295139,2022-03-28 10:01:00,-112.89291451375551,1.017253267406137
48,Buy,2022-03-28 10:31:00,-113.61804537602319,2022-03-28 11:01:00,-113.08853158277331,1.0036604726520109
49,Buy,2022-03-28 11:41:00,-113.58352796221962,2022-03-28 12:11:00,-113.47231572080894,0.9999791229714899
50,Sell,2022-03-28 12:21:00,-113.31864926800819,2022-03-28 12:51:00,-114.76810779013002,1.011790997170234
51,Sell,2022-03-28 12:31:00,-113.16491603313872,2022-03-28 13:01:00,-114.1946965830766,1.008099821623482
52,Sell,2022-03-28 14:21:00,-111.98650897540041,2022-03-28 14:51:00,-113.58815796221963,1.0133021601572654
53,Buy,2022-03-28 15:01:00,-113.0150667551662,2022-03-28 15:31:00,-111.87351434105935,1.009100886960319
54,Buy,2022-03-28 15:11:00,-113.43616830700539,2022-03-28 15:41:00,-111.45558278922019,1.0164599120134674
55,Sell,2022-03-28 15:41:00,-111.5670383720094,2022-03-28 16:11:00,-113.05419416896976,1.0123297057864131
56,Sell,2022-03-28 16:21:00,-111.56644778200942,2022-03-28 16:51:00,-113.20729382418399,1.013707343245172
57,Buy,2022-03-28 19:31:00,-113.62651537602316,2022-03-28 20:01:00,-112.1412262376843,1.0120716772702536
58,Buy,2022-03-28 19:41:00,-113.207563824184,2022-03-28 20:11:00,-111.87399434105936,1.010779862034623
59,Sell,2022-03-28 20:31:00,-112.67280803731298,2022-03-28 21:01:00,-114.16017916927302,1.0122007993576185
60,Buy,2022-03-28 21:11:00,-113.66409278982674,2022-03-28 21:41:00,-110.00528106468485,1.031189688364533
61,Buy,2022-03-28 21:21:00,-113.0155167551662,2022-03-28 21:51:00,-109.81632399566706,1.0273075532577511
62,Buy,2022-03-28 21:31:00,-112.59303520332703,2022-03-28 22:01:00,-110.1591107198991,1.0206170074732652
63,Sell,2022-03-28 21:41:00,-110.11528634574954,2022-03-28 22:11:00,-111.49275020302373,1.0115092882467662
64,Sell,2022-03-28 21:51:00,-109.92614031966274,2022-03-28 22:21:00,-111.49323020302376,1.0132558437765937
65,Buy,2022-03-28 22:31:00,-111.53156761682729,2022-03-28 23:01:00,-110.086955892292,1.0119524918855112
66,Buy,2022-03-28 22:51:00,-110.54302485793474,2022-03-28 23:21:00,-109.51617468523857,1.0082891448738247
67,Sell,2022-03-28 23:21:00,-109.62569085992381,2022-03-28 23:51:00,-109.74504916805992,1.0000887804418823
68,Buy,2022-03-28 23:31:00,-109.59192951284568,2022-03-29 00:01:00,-108.83054123677447,1.005947484905647
69,Sell,2022-03-29 00:01:00,-108.93937177801124,2022-03-29 00:31:00,-110.8504741683632,1.016542807151911
70,Sell,2022-03-29 04:11:00,-109.28059938896752,2022-03-29 04:41:00,-110.27627296130979,1.008111165000096
71,Sell,2022-03-29 07:51:00,-110.61771465157528,2022-03-29 08:21:00,-111.49648020302375,1.0069441665759993
72,Sell,2022-03-29 08:01:00,-110.57974931035793,2022-03-29 08:31:00,-111.65016985823799,1.008680077541827
73,Buy,2022-03-29 13:21:00,-111.03975123738103,2022-03-29 13:51:00,-109.93484623707774,1.0089505356234203
74,Buy,2022-03-29 15:21:00,-110.8482341683632,2022-03-29 15:51:00,-107.95463071929257,1.025104190750352
75,Buy,2022-03-29 15:31:00,-111.00124382357747,2022-03-29 16:01:00,-108.60211675395308,1.0206135151912126
76,Buy,2022-03-29 15:41:00,-110.08694589229198,2022-03-29 16:11:00,-107.9930781330961,1.0180201276111747
77,Sell,2022-03-29 16:11:00,-108.1010712112292,2022-03-29 16:41:00,-108.75332640916733,1.0050337533257523
78,Buy,2022-03-29 16:51:00,-108.67723158156022,2022-03-29 17:21:00,-106.39180675334654,1.0200294722726582
79,Buy,2022-03-29 17:01:00,-108.33463485732818,2022-03-29 17:31:00,-106.9246505465964,1.0120150834272776
80,Sell,2022-03-29 17:21:00,-106.4981985600999,2022-03-29 17:51:00,-107.76294365027475,1.0108757416301377
81,Sell,2022-03-29 17:31:00,-107.031575197143,2022-03-29 18:01:00,-107.68638882266762,1.0051179481318342
82,Sell,2022-03-29 18:51:00,-108.0990391812292,2022-03-29 19:21:00,-109.40106244382787,1.0110447255818418
83,Buy,2022-03-29 21:41:00,-108.90478606438158,2022-03-29 22:11:00,-107.38120951223914,1.0129899870997565
84,Sell,2022-03-29 22:11:00,-107.48859072175138,2022-03-29 22:41:00,-109.78281658186349,1.020343901196463
85,Buy,2022-03-30 00:11:00,-110.20028813370266,2022-03-30 00:41:00,-108.82944123677447,1.0114395944887637
86,Buy,2022-03-30 01:11:00,-109.78218658186348,2022-03-30 01:41:00,-108.06858296070325,1.0146091227048244
87,Buy,2022-03-30 01:21:00,-109.0195383057923,2022-03-30 01:51:00,-107.30514468463201,1.0147255630302847
88,Sell,2022-03-30 05:21:00,-109.49187493627169,2022-03-30 05:51:00,-111.63267985823799,1.0185521806820126
89,Sell,2022-03-30 05:41:00,-110.33165698305375,2022-03-30 06:11:00,-112.47085296191634,1.0183887777756402
90,Sell,2022-03-30 12:31:00,-111.55660536322677,2022-03-30 13:01:00,-115.56104089380837,1.0348959966336662
91,Sell,2022-03-30 12:41:00,-113.15674528435609,2022-03-30 13:11:00,-114.94970227295138,1.0148448971299917
92,Buy,2022-03-30 13:01:00,-115.56104089380837,2022-03-30 13:31:00,-112.58406261713058,1.0247610891495291
93,Buy,2022-03-30 13:11:00,-114.94970227295138,2022-03-30 13:41:00,-111.86214175486293,1.0258601001745697
94,Buy,2022-03-30 14:41:00,-113.35343089320179,2022-03-30 15:11:00,-111.25685313400595,1.0174959356119637
95,Sell,2022-03-30 15:31:00,-111.40513438835733,2022-03-30 16:01:00,-113.04730158277331,1.01374049830317
96,Sell,2022-03-31 04:01:00,-112.3540851500088,2022-03-31 04:31:00,-112.69271227234482,1.0020139279927731
